State,City,Street,Zipcode,Bedroom,Bathroom,Area,PPSq,LotArea,MarketEstimate,RentEstimate,Latitude,Longitude,ListedPrice
VT,North Clarendon,Middle Road,5759,6,2,3312,149.4565217,4.02,,,43.53304,-72.96857,495000
VT,Bennington,Jacks Drive,5201,2,1,1224,195.996732,2.57,247200,1749,42.91577,-73.177086,239900
VT,Rutland,North Main Street,5701,6,5,3396,103.0624264,0.52,,,43.622406,-72.97522,350000
VT,South Burlington,Southview Drive,5403,3,3,2456,209.6498371,0,497400,3599,44.4567,-73.16723,514900
VT,Newport,Maple Ridge,5855,4,4,4704,140.0935374,10.5,622500,3999,44.90928,-72.24459,659000
VT,St Johnsbury,Mt. Vernon Street,5819,5,2,2536,33.51735016,0.65,73600,2999,44.417038,-72.028694,85000
VA,Midlothian,Hardwood Ter,23114,4,3,2134,198.9222118,0.303,438000,2461,37.466755,-77.6092,424500
VA,Suffolk,Pinner St,23434,5,6,4250,35.29411765,0.29,153300,3200,36.729736,-76.578384,150000
VA,Suffolk,Pinner St,23434,5,6,4850,128.8659794,0.82,626600,3282,36.730515,-76.579,625000
VA,North Chesterfield,Southmoor Rd,23234,3,2,1699,176.5744556,0.368,304000,1977,37.45545,-77.46092,300000
VA,Roanoke,Windsor Ave SW,24015,3,2,1438,152.294854,0.19,219200,1450,37.25815,-79.96466,219000
VA,Warrenton,Gerber Ln,20186,3,2,1264,272.943038,0.11489899,344900,2199,38.71361,-77.78494,345000
VA,Chantilly,Eggleston Ter,20152,3,4,1656,289.794686,,530700,2710,38.92289,-77.52232,479900
VA,Norfolk,Maury Cres,23509,3,2,1649,115.2213463,0.1473,192400,1999,36.878227,-76.267975,190000
VA,Stafford,Pewter Ln,22554,4,3,1650,281.8181818,0.486891644,454100,2600,38.47192,-77.41886,465000
VA,Chesapeake,Sparrow Rd,23320,3,2,1122,240.6417112,0.23,275400,1800,36.803486,-76.21859,270000
VA,Norfolk,W 20th St APT 307,23517,2,3,1100,259.0909091,0.02,289600,1738,36.868538,-76.29343,285000
VA,Forest,Cobblestone Ln,24551,3,3,2012,188.8170974,0.060009183,,,37.381454,-79.30703,379900
VA,Henrico,Westham Pkwy,23229,5,4,3690,447.1544715,0.4351,1711200,2500,37.58676,-77.54499,1650000
VA,Newport News,Patrick Ln,23608,4,3,2021,143.4933201,0,292000,2299,37.136417,-76.57711,290000
VA,Radford,Baldwin St,24141,4,2,1374,94.54148472,0.25,130000,1150,37.13221,-80.55327,129900
VA,Lexington,Blacks Creek Rd,24450,3,1,1985,75.56675063,3.919995409,,,37.787018,-79.62632,150000
VA,Virginia Beach,Tallwood Trl,23456,4,3,2974,233.6919973,0,698300,3544,36.750362,-76.017624,695000
VA,Salem,Goodwin Ave,24153,3,2,1096,205.2463504,0.17,224000,1599,37.29617,-80.07673,224950
VA,Radford,Tyler Ave,24141,3,2,1230,210.5691057,0.21,259600,1500,37.133488,-80.551674,259000
VA,Saltville,N Fork River Rd,24370,2,1,768,208.203125,9.82,,,36.84669,-81.867,159900
VA,Buffalo Junction,Us Highway 58,24529,4,2,3000,66.66666667,6.39,185100,2495,36.65267,-78.69567,200000
VA,South Boston,N Main St,24592,4,1,2162,23.10360777,0.3134,,,36.713165,-78.90083,49950
VA,Roanoke,Horseman Dr NE,24019,4,3,2180,148.1422018,0.310009183,,,37.32804,-79.92023,322950
VA,Suffolk,2nd Ave,23434,4,3,2424,139.8514851,0.3,342200,2482,36.732307,-76.59249,339000
VA,Lorton,Hagel Cir,22079,3,2,1449,231.1939268,0.011065197,335900,2600,38.69738,-77.21653,335000
VA,Blacksburg,Undisclosed Address St,24060,2,1,1252,170.9265176,1.38,,,37.217724,-80.40287,214000
VA,Hardy,Moorman Rd,24101,3,2,2525,130.6732673,0.95,,,37.21894,-79.78722,329950
VA,Lynchburg,Pierce St,24501,4,2,2548,66.67974882,0.167011019,,,37.40427,-79.15162,169900
VA,Norfolk,Hunters Trl,23518,5,6,5433,156.451316,1.8,852200,4817,36.907356,-76.21544,850000
VA,Pearisburg,Angel View Ln,24134,3,4,1952,128.0737705,6.29,250900,2949,37.220173,-80.703476,250000
VA,King George,Webster Ct,22485,3,2,1700,88.23529412,,152900,2100,38.226807,-77.15125,150000
VA,Lynchburg,Jackson St,24504,3,2,1567,127.5686024,0.182598714,,,37.417984,-79.15509,199900
VA,Crewe,Mann Rd,23930,3,2,3072,81.34765625,3.269,234600,1800,37.131554,-78.079956,249900
VA,Marion,Grubmore Rd,24354,3,1,1385,90.25270758,1,,,36.803123,-81.618744,125000
VA,Chesapeake,Hickory Ridge Rd,23322,3,2,1500,253.3333333,0,381200,2250,36.624203,-76.21084,380000
VA,Chesterfield,Carters Creek Dr,23838,5,3,2636,179.8179059,1.488,,2991,37.344906,-77.650986,474000
VA,Chester,Ida Ave,23831,3,2,1680,116.0714286,1.669,202500,1840,37.29893,-77.41156,195000
VA,Front Royal,Tanager Ct,22630,3,2,1296,246.8364198,0.619995409,313300,2199,38.87528,-78.13151,319900
VA,Fincastle,Ferns Ln,24090,3,2,1824,158.4429825,1.03,289700,1999,37.5096,-79.875916,289000
VA,Floyd,Moore Rd NE,24091,3,2,1677,130.5903399,2.15,,,36.954132,-80.307884,219000
VA,Morattico,Morattico Rd,22523,4,1,2368,90.2027027,1.14,214600,1849,37.78683,-76.63114,213600
VA,Moneta,Rocky Ford Rd,24121,3,3,1896,171.3607595,1.769995409,323900,1999,37.27732,-79.65529,324900
VA,Schuyler,Riverside Dr,22969,3,1,1214,222.4052718,2.16,266400,2495,37.78792,-78.7039,270000
VA,Chantilly,Laidlow St,20152,3,3,1978,290.6976744,0.039990817,577300,2762,38.89393,-77.49936,575000
VA,Warrenton,Kennedy Rd,20187,4,2,2014,342.3535253,0.917998163,695800,2500,38.73837,-77.68349,689500
VA,Manassas,Douglas St,20110,2,2,1536,195.2473958,0.229568411,344200,2500,38.74808,-77.47568,299900
VA,Glen Allen,Telegraph Station Ln,23060,4,3,1867,198.1788966,0.328,379100,2414,37.65622,-77.458275,370000
VA,Abingdon,Zikan Dr,24211,3,3,2644,139.9394856,2.13,,,36.62739,-81.99021,370000
VA,Sterling,Mayfield Sq,20164,3,2,1044,359.1954023,,385400,2622,38.99618,-77.41809,375000
VA,Newport News,Hearthstone Way,23608,3,2,1318,219.2716237,0,291400,1805,37.152824,-76.52014,289000
VA,Barboursville,Burnley Station Rd,22923,4,2,1664,201.3221154,3.57,329900,2264,38.173576,-78.34546,335000
VA,Chatham,Green Rock Branch Rd,24531,3,2,2756,83.4179971,1.17,,,36.810173,-79.443886,229900
VA,Toano,Vincent Dr,23168,3,3,1872,207.7991453,0.46,397600,2400,37.370255,-76.799904,389000
VA,Stanley,Judy Ln,22851,2,2,1054,166.0341556,1.68,,1700,38.5719,-78.49764,175000
VA,Bumpass,Belle Meade Rd,23024,3,2,1504,66.45611702,3,91100,1999,37.93974,-77.74097,99950
VA,Salem,Creekwood Dr,24153,3,2,1950,128.1538462,0.28,250900,1500,37.28935,-80.11779,249900
VA,Abingdon,Lee Hwy,24210,3,3,2436,126.8472906,1.59,,,36.692207,-82.01854,309000
VA,Danville,Avalon Dr,24541,3,3,2450,81.59183673,1.146,,,36.600224,-79.49853,199900
VA,Virginia Beach,Hopwood Ln,23455,3,2,1580,168.0379747,0,267100,1999,36.86591,-76.1423,265500
VA,Monroe,W Perch Rd,24574,3,2,1248,180.2083333,1.933999082,,,37.54174,-79.30256,224900
VA,Arlington,S Four Mile Run Dr UNIT 103,22204,2,2,1135,440.4405286,,477100,2640,38.84811,-77.09639,499900
VA,Richmond,Grove Ave,23221,3,3,1677,315.4442457,0.1763,548700,2714,37.560658,-77.490364,529000
VA,Alexandria,Dakota Ct,22312,3,3,2370,246.835443,0.380876951,585400,3599,38.83486,-77.14915,585000
VA,Roanoke,Brown Rd,24019,3,3,1971,187.2146119,8.4,371300,1649,37.364525,-79.92701,369000
VA,Williamsburg,Point O Woods Rd,23188,3,3,2161,196.6219343,1.69,432600,2500,37.385838,-76.774925,424900
VA,Huddleston,Planters Dr,24104,3,3,1896,147.1518987,0.639990817,,,37.074383,-79.59008,279000
VA,Blacksburg,Cedarview Dr,24060,3,3,2956,168.8092016,0.734,500200,2703,37.214256,-80.389824,499000
VA,Virginia Beach,Westerly Trl,23464,3,1,1321,261.1657835,0.21,350700,1975,36.816525,-76.204704,345000
VA,Heathsville,Ferry Rd,22473,3,2,1512,178.5714286,1.017,255300,1594,37.90251,-76.27704,270000
VA,Coeburn,Trent St SE,24230,3,2,1558,153.4017972,0.42,235200,1175,36.937958,-82.4678,239000
VA,Petersburg,Deerfield Dr,23805,3,2,1092,68.58974359,0.3444,74000,1494,37.198433,-77.37231,74900
VA,Fredericksburg,Walnut Dr,22405,3,2,1344,260.4092262,,361600,1800,38.33648,-77.4335,349990
VA,Gloucester,John Clayton Memorial Hwy,23061,2,1,760,98.55263158,1,74400,1350,37.465626,-76.461525,74900
VA,Onemo,Bethel Beach Rd,23130,3,1,1334,80.58470765,9.5,106700,1450,37.399734,-76.27136,107500
VA,Madison,Shelby Rd,22727,3,2,1502,66.57789614,0.58,91500,2100,38.35062,-78.343346,100000
VA,Fredericksburg,Stony Hill Rd,22406,4,3,2224,206.8345324,1.42,,,38.43948,-77.56066,460000
VA,Appomattox,Lonesome Pine Ln,24522,3,2,1900,171.0526316,2.180004591,,,37.344456,-78.775154,325000
VA,Gloucester,Little Peyton Pl,23061,3,2,1696,218.1014151,2.41,371500,2199,37.40712,-76.59512,369900
VA,Marshall,Willboyd Ct,20115,4,5,3848,244.022869,6.271,,,38.70399,-77.90969,939000
VA,Lynchburg,Dinwiddie St,24504,3,2,1394,118.2926829,0.106198347,,,37.427185,-79.15813,164900
VA,Haymarket,Rosemont Manor Dr,20169,3,3,2383,195.1321863,,460200,2849,38.82272,-77.64275,465000
VA,Saltville,E Main St,24370,4,2,1633,21.37170851,0.26,,1800,36.88257,-81.75993,34900
VA,Moneta,Skyway Dr,24121,2,2,1763,351.1060692,0.69,579700,3491,37.114525,-79.61124,619000
VA,Hallieford,Hallieford Rd,23068,3,2,2493,72.16205375,3.7,354800,2550,37.496048,-76.34345,179900
VA,Martinsville,Moss St,24112,3,2,2044,26.90802348,0.23,,850,36.68739,-79.876945,55000
VA,Lynchburg,Harrison St,24504,3,2,1920,156.1979167,0.142011019,,,37.41075,-79.14589,299900
VA,Crozet,Three Notch D Rd,22932,1,1,1034,193.4226306,0.27,,,38.06919,-78.69337,199999
VA,Bristol,Duff Ln,24201,3,2,1112,103.4172662,0.17,,,36.600536,-82.20265,115000
VA,Jonesville,Hubbard Church Rd,24263,4,2,1560,76.85897436,5.37,,,36.72592,-83.20891,119900
VA,Spotsylvania,Hebron Church Rd,22551,3,2,1458,239.9862826,1.53,220400,1110,38.145733,-77.71116,349900
VA,Vinton,Woodthrush Dr,24179,3,2,1653,223.23049,2.21,369000,1596,37.259266,-79.82805,369000
VA,Smithfield,Robin Ln,23430,4,3,2375,166.3157895,1.49,400800,2500,36.93808,-76.63915,395000
VA,Hampton,Lasalle Ave,23661,3,3,1208,219.3708609,0.26,267100,1550,37.011604,-76.36069,265000
VA,Danville,Myrtle Ave,24540,2,2,1442,65.11789182,0.17,89800,1494,36.60409,-79.386444,93900
VA,Fredericksburg,Hickory Hill Overlook Ct,22405,3,2,2100,235.7142857,1.53,493800,2795,38.31015,-77.3455,495000
VA,Lowesville,Dillard Hill Rd,22967,5,2,1929,155.469155,5.15,280000,1694,37.751972,-79.069336,299900
VA,Roanoke,Mount Pleasant Blvd,24014,3,3,2484,140.9013688,1.89,350700,2297,37.240414,-79.908554,349999
VA,Danville,Blairmont Dr,24540,3,2,2085,139.088729,0.81,,,36.668747,-79.37645,290000
VA,Unionville,Everona Rd,22567,3,2,1888,131.8855932,1.674,,2269,38.27713,-77.96653,249000
VA,Chesapeake,Fresno Dr,23322,3,2,1300,280.7692308,0.37,369600,1808,36.706486,-76.2411,365000
VA,Lynchburg,Polk St,24504,2,2,1152,130.1215278,0.060009183,148900,995,37.406246,-79.14589,149900
VA,Chantilly,Airline Pkwy,20151,3,1,970,103.0927835,0.05,102200,425,38.89625,-77.45594,100000
VA,Stuarts Draft,Falling Rock Dr,24477,3,2,1532,195.7571802,0.48,293300,1825,38.001957,-79.03491,299900
VA,Norfolk,Marlboro Ave,23504,4,3,1950,163.5897436,0,315900,2194,36.841503,-76.256256,319000
VA,Mineral,Pendleton Rd,23117,3,2,1356,221.2389381,5.5,288500,1900,37.981274,-77.89993,300000
VA,Falls Church,Barrett Rd,22042,3,2,1643,419.9026172,0.165289256,681300,3300,38.86565,-77.17822,689900
VA,Bristow,Upper Mill Loop,20136,4,4,3408,212.7318075,0.161088154,728500,3200,38.745117,-77.55125,724990
VA,Chatham,Lester Rd,24531,4,2,2256,121.8528369,7,,,36.770313,-79.25612,274900
VA,Quinton,Forest Dr,23141,3,3,1672,214.7129187,0.5,368300,2199,37.499,-77.159355,359000
VA,Exmore,Westfield Ave,23350,4,2,1536,181.640625,0.33,,,37.532764,-75.82564,279000
VA,Danville,Country Ln,24540,3,2,2278,114.0913082,0.94,,,36.689117,-79.43329,259900
VA,Alexandria,Fort Farnsworth Rd #275,22303,1,1,757,211.3606341,,210300,842,38.79493,-77.07765,160000
VA,Gloucester,Ark Rd,23061,4,2,1251,499.6003197,0.65,626500,1900,37.39337,-76.65114,625000
VA,Portsmouth,Holston River Reach APT A,23703,2,2,1000,159.9,0,,,36.86182,-76.35751,159900
VA,Blackstone,Cellar Creek Rd,23824,3,2,1152,217.0138889,9.91,247300,1400,37.121246,-78.02311,250000
VA,Farnham,Farnham Creek Rd,22460,4,3,3016,23.20954907,3.54,339300,2900,37.84298,-76.61439,70000
VA,Sandston,Red Coach Way,23150,3,2,1388,192.3631124,0.59,271200,1817,37.47316,-77.21399,267000
VA,Leesburg,Country Club Dr SW,20175,4,4,2612,267.9555896,0.4,687400,3434,39.09687,-77.5802,699900
VA,Staunton,Greenview Dr,24401,3,1,1228,99.42996743,0.37,120900,1594,38.108715,-79.010056,122100
VA,King George,Mathias Point Rd,22485,4,2,1166,111.4922813,4.986,122200,2100,38.38069,-77.04416,130000
VA,Staunton,Shawn Cres,24401,3,3,2206,190.3898459,0.28,420900,2250,38.168785,-79.10573,420000
VA,Schuyler,Riverside Dr,22969,4,2,1765,77.90368272,0.38,,,37.79208,-78.705025,137500
VA,Powhatan,Three Bridge Rd,23139,3,2,1541,243.2835821,2,369200,1949,37.607716,-77.94792,374900
VA,Lynchburg,Crestwood Cir,24502,4,2,1715,139.8833819,0.230004591,241500,1599,37.385475,-79.18546,239900
VA,Ivor,Broadwater Rd,23866,3,1,1483,67.36345246,1,103100,1400,36.907593,-76.88977,99900
VA,Reedville,Lancelot Dr,22539,1,3,1407,152.8073916,0.48,200900,1700,37.87852,-76.29419,215000
VA,Moseley,Fox Marsh Dr,23120,4,3,2751,181.7520901,0.366,510500,2998,37.427414,-77.70361,500000
VA,Lovettsville,Featherbed Ln,20180,3,2,3024,256.2830688,3.01,775300,4600,39.24031,-77.61644,775000
VA,Stanley,Forest Dr,22851,3,2,2333,139.2627518,4.9,315700,2500,38.60859,-78.58013,324900
VA,Rocky Mount,Virgil H Goode Hwy,24151,2,2,1150,169.4669565,2.52,194300,1400,36.915165,-79.86392,194887
VA,Newport News,Ferguson Ave,23601,4,3,1767,214.9971703,0.131313131,384000,1900,37.028496,-76.46209,379900
VA,Chesapeake,Hurdle Dr,23322,3,2,1497,260.4542418,0.43,,1500,36.700584,-76.2366,389900
VA,Edinburg,Water St,22824,2,1,832,180.2884615,0.178007346,148500,1294,38.82056,-78.56229,150000
VA,Waynesboro,Magnolia Ln,22980,3,3,2016,106.5972222,0.69,,2425,38.135937,-78.89961,214900
VA,North Chesterfield,Dell Dr,23235,4,3,2764,137.4638205,0.289,380800,2850,37.473965,-77.533615,379950
VA,Chesapeake,Needlerush Ct,23320,4,3,2185,208.2379863,0.34,460300,2795,36.744583,-76.27163,455000
VA,Woodbridge,Langtree Ln,22193,4,3,1772,268.0586907,0.221694215,481500,2800,38.65868,-77.36062,475000
VA,Fredericksburg,Gerber Dr,22408,4,3,2906,170.3372333,1.44,495100,2600,38.2487,-77.41429,495000
VA,Chesapeake,Macdonald Rd,23325,4,3,2111,163.4296542,0,346500,2545,36.81601,-76.22195,345000
VA,Chesapeake,Sitka Spruce Rd,23320,3,3,1262,205.9429477,0,260900,1706,36.760647,-76.198006,259900
VA,Reston,Valencia Way,20190,3,4,1868,259.6359743,0.046648301,485200,2925,38.9609,-77.33106,485000
VA,Williamsburg,N Henry St,23185,3,1,973,328.8797533,0.29,323900,1500,37.28166,-76.70607,320000
VA,Stuarts Draft,Guthrie Rd,24477,3,1,1975,59.48860759,0.32,113000,2400,38.045788,-79.0831,117490
VA,Norfolk,Gardner Dr,23518,3,2,1733,207.7322562,0,360600,2199,36.906906,-76.22477,360000
VA,Richmond,Pensacola Ave,23222,3,2,1386,162.3376623,0.1924,,1808,37.581944,-77.420975,225000
VA,Dillwyn,Buffalo Rd,23936,3,2,2384,154.7818792,3,367700,1200,37.562355,-78.43954,369000
VA,Sandston,Monterey Ave,23150,3,1,951,252.3659306,0.1978,244300,1433,37.523132,-77.305534,240000
VA,Cross Junction,Lakeview Dr,22625,4,3,2402,124.8542881,0.262304867,372000,2378,39.31566,-78.3323,299900
VA,Williamsburg,National Ln,23185,3,2,1851,202.5931929,0.63,384000,2294,37.281433,-76.66995,375000
VA,Midlothian,New Forest Trl,23112,3,3,1512,198.3465608,0.291,310700,1999,37.425194,-77.605995,299900
VA,Shenandoah,Bitterroot Dr,22849,3,2,1800,145.8333333,3.228,250800,2100,38.50933,-78.65243,262500
VA,Parksley,Hopeton Rd,23421,4,1,1713,93.40338587,0.66,,,37.807922,-75.63783,160000
VA,Virginia Beach,Chayote Ct #20,23462,3,3,1994,138.4152457,0.03,279400,2900,36.85527,-76.15303,276000
VA,Norfolk,Dovercourt Rd,23518,3,2,1262,206.022187,0,260200,1800,36.916607,-76.247375,260000
VA,Alexandria,Yoakum Pkwy APT 1611,22304,3,3,1621,259.0993214,,,,38.81048,-77.14063,420000
VA,Montross,Lands End Dr,22520,2,1,1230,210.5691057,0.561294766,246700,1498,38.16289,-76.80313,259000
VA,Clinchco,Shifty Ln,24226,3,2,3132,47.89272031,2.08,,2275,37.157753,-82.37545,150000
VA,Salem,Texas Hollow Rd,24153,3,3,1796,155.3452116,0.45,279600,1749,37.294807,-80.112915,279000
VA,Abingdon,Old Saltworks Rd,24210,4,2,2153,104.5053414,1.5,,,36.761623,-81.91157,225000
VA,Sterling,Temple Ct #135,20164,2,2,1470,255.1020408,,,,39.00037,-77.41883,375000
VA,Fulks Run,Link Way,22830,3,1,1287,135.975136,8.3,153900,1550,38.66445,-78.92386,175000
VA,Rocky Mount,Fork Mountain Rd,24151,5,4,2756,126.9593614,1,348900,2503,36.8607,-79.90389,349900
VA,Manassas,Lamont Ct,20110,3,3,1840,209.2391304,0.036730946,386300,2199,38.76637,-77.46261,385000
VA,Elkton,Jollett Rd,22827,0,1,1104,99.54710145,0.39,,,38.464535,-78.52115,109900
VA,Richmond,Forest Hill Ave,23225,3,2,1681,177.8703153,0.4591,301500,2546,37.519634,-77.48326,299000
VA,Vesuvius,Midvale Hl,24483,4,1,1728,92.01388889,10,143200,1250,37.839973,-79.29323,159000
VA,Suffolk,Hosier Rd,23434,3,2,1508,132.5596817,0.99,202700,1812,36.662296,-76.58071,199900
VA,Woodbridge,Rosewood Dr,22193,4,4,2844,202.1800281,0.179086318,,,38.65503,-77.38771,575000
VA,Wise,Spring Ave NE,24293,2,1,1056,83.33333333,0.2,84500,974,36.97949,-82.5782,88000
VA,Richmond,Condie St,23221,3,2,1580,306.9620253,0.1043,525400,2595,37.546017,-77.48595,485000
VA,Christiansburg,Tomahawk Dr,24073,2,3,2315,168.4233261,0.38,382300,2100,37.130024,-80.386246,389900
VA,Ruther Glen,Quail Oak Dr,22546,4,2,1510,205.2980132,0.58,,1891,38.03138,-77.51933,310000
VA,Saltville,Tree Top Ln,24370,3,2,1391,99.92810927,18.12,,,36.91784,-81.7521,139000
VA,Lanexa,Diascund Rd,23089,3,3,2300,182.6034783,5.5,423000,2500,37.40425,-76.87537,419988
VA,Locust Grove,Eastover Pkwy,22508,3,2,1160,249.9137931,0.344375574,288000,1885,38.32762,-77.7397,289900
VA,Richmond,Clearfield St,23224,3,1,1096,145.8941606,0.2066,,1588,37.482754,-77.495476,159900
VA,Roanoke,Woodrow Ave SE,24013,3,2,1384,169.7254335,0.11,236400,1500,37.260456,-79.923,234900
VA,Abingdon,Hemingway Dr,24210,3,1,960,177.0416667,0.35,,1300,36.720882,-82.0181,169960
VA,Chesapeake,Indian River Rd,23325,3,2,1323,224.4897959,0.344,298700,1949,36.824856,-76.24135,297000
VA,Meadows Of Dan,Azalea Ln,24120,2,2,1110,108.1081081,7.422,119500,1150,36.726494,-80.40011,120000
VA,Reedville,Douglas St,22539,4,1,1200,262.5,0.43,290700,1200,37.820286,-76.268684,315000
VA,Woodbridge,Rabson Ct,22193,3,3,1726,272.3001159,0.251698806,466200,2764,38.64423,-77.3816,469990
VA,Roanoke,S Roselawn Rd,24018,4,3,2829,141.3573701,1.52,400200,2199,37.21142,-80.03445,399900
VA,Barboursville,Holly Hill Dr,22923,4,4,2234,190.2417189,0.27,425500,2350,38.20115,-78.39473,425000
VA,Ashburn,Old Ryan Rd,20148,4,5,2556,293.3881064,0.039990817,749400,3384,39.00709,-77.4984,749900
VA,Virginia Beach,Kiowa Ln,23462,3,2,1534,221.577575,0.19,346200,2050,36.83678,-76.14008,339900
VA,Lawrenceville,Christanna Hwy,23868,3,2,1054,37.85578748,0.26,,1299,36.767902,-77.861,39900
VA,Strasburg,Greenleaf Rd,22657,3,2,1548,190.5684755,0.282001837,291300,1949,39.00207,-78.37999,295000
VA,Suffolk,Rountree Cres,23434,3,2,1360,316.1029412,10.53,427900,1694,36.60162,-76.63641,429900
VA,Winchester,Dunlap St,22601,3,2,1175,245.9574468,0.08,287200,1650,39.18649,-78.14934,289000
VA,Waverly,E Main St,23890,4,2,1960,48.41836735,0.525,89100,1999,37.03743,-77.08847,94900
VA,Bridgewater,Barbee St,22812,3,2,2308,153.812825,0.24,354900,1849,38.389374,-78.980446,355000
VA,Virginia Beach,Jovett Ln,23462,5,3,2262,159.1511936,0,360800,2850,36.8514,-76.137856,360000
VA,Berryville,Kimble Rd,22611,3,2,2946,93.34691107,0.633494031,272100,1749,39.17153,-78.00702,275000
VA,Roanoke,Overhill Trl,24018,3,2,2481,126.9649335,0.38,314500,2199,37.21922,-80.00015,315000
VA,Alexandria,Colebrook Pl,22312,7,5,4866,164.406083,0.610606061,797100,4500,38.81149,-77.16917,800000
VA,Newport News,Ellen Rd,23605,3,2,1000,245,0.26,248600,1494,37.005676,-76.42976,245000
VA,Callao,Lodge Rd,22435,3,2,1571,148.9497136,0.81,227400,1677,37.980507,-76.55345,234000
VA,Copper Hill,Hummingbird Ln SE,24079,3,2,1848,118.9935065,1.02,219200,1197,37.032608,-80.13499,219900
VA,Newport News,Rugby Rd,23606,3,1,996,200.8032129,0.26,203200,1550,37.07682,-76.47851,200000
VA,Virginia Beach,Maple Forest Dr,23464,4,3,1620,215.4320988,0,350800,2149,36.810696,-76.17493,349000
VA,Fredericksburg,Drewys Bluff Dr,22407,3,2,1808,267.1460177,0.165289256,,,38.22419,-77.52872,483000
VA,Moneta,Imperial Ct,24121,4,2,2130,166.6666667,0.73,355900,2299,37.11115,-79.63442,355000
VA,Glen Allen,Glen Abbey Ct,23059,5,3,2540,246.0433071,0.3142,649400,2887,37.695995,-77.62206,624950
VA,Waynesboro,N Oak Ln,22980,3,1,1447,82.86109191,0.48,,1596,38.04945,-78.92173,119900
VA,Powhatan,A Powhatan Lakes Rd,23139,2,2,1392,233.441092,0.77,251500,1849,37.586517,-77.988365,324950
VA,Roanoke,Long Meadow Ave NW,24017,4,2,1950,102.5641026,0.23,199400,1800,37.285084,-80.00515,200000
VA,Rocky Mount,Oak St,24151,3,2,1423,147.5052706,0.28,210200,1400,36.995453,-79.895325,209900
VA,Staunton,Mary Gray Ln,24401,4,2,1334,168.5907046,0.23,224400,1674,38.130447,-79.05766,224900
VA,Newport News,Dinwiddie Pl,23608,3,2,1361,213.0786187,0.22,297900,1700,37.147213,-76.513466,290000
VA,Stephens City,Clydesdale Dr,22655,4,3,1972,210.9026369,0.319995409,411700,2400,39.09976,-78.16057,415900
VA,Purcellville,Deerbrook Ln,20132,4,3,2150,360.4651163,3.44,788400,3140,39.05509,-77.69553,775000
VA,Chesapeake,Gallbush Rd,23322,3,2,1200,206.6666667,0.51,250600,1960,36.57657,-76.19268,248000
VA,Abingdon,Hughes St SW,24210,3,1,1087,147.1021159,0.18,,,36.702576,-81.99516,159900
VA,King William,Jones Rd,23086,3,2,1008,262.8968254,2.31,269400,1650,37.711727,-77.07337,265000
VA,Winchester,Cedar Creek Grn,22602,2,2,1750,185.7142857,0.8,,1895,39.1593,-78.23093,325000
VA,Lorton,Lagrange St,22079,4,3,1934,310.1861427,0.24426079,602200,3249,38.72018,-77.20134,599900
VA,Hampton,Beach Rd,23664,3,2,1165,210.3004292,0.17,247400,1893,37.080845,-76.29522,245000
VA,Suffolk,Canterbury Ln,23435,3,2,1566,223.4993614,0.35,353700,1999,36.866627,-76.49593,350000
VA,Henrico,Meadowview Rd,23294,2,2,1044,282.5670498,0.4119,300100,1650,37.63432,-77.56456,295000
VA,Henrico,W Davista Ave,23228,3,2,1136,132.0422535,0.128604224,256100,1794,37.608383,-77.498314,150000
VA,Dumfries,Morgan Ct,22026,4,4,1934,196.4322647,0.032093664,380000,2129,38.56447,-77.32274,379900
VA,Richmond,1st Ave,23222,3,3,1910,180.6282723,,,2250,37.57727,-77.41438,345000
VA,Triangle,Old Triangle Rd,22172,4,2,1398,240.3433476,0.252089073,323200,2600,38.54731,-77.33222,336000
VA,Castlewood,High Point Rd,24224,3,2,1668,76.13908873,6,122300,1784,36.826656,-82.30109,127000
VA,Manassas,Waterford Dr,20110,4,4,3726,179.8148148,0.277731864,671400,3200,38.73131,-77.49126,669990
VA,New Kent,Ridgewood Dr,23124,4,3,2112,184.6354167,0.58,388500,2500,37.53774,-77.1165,389950
VA,Waynesboro,Sawmill Run Ln,22980,2,2,1164,231.8728522,0.71,272000,1350,38.105633,-78.832214,269900
VA,Fredericksburg,Beech Tree Ct,22407,4,3,3600,163.8611111,4.18,590400,2974,38.33999,-77.57713,589900
VA,Chesapeake,Ricks Ct,23322,5,6,4135,169.04474,0.48,700800,3542,36.720646,-76.27654,699000
VA,Alexandria,Jay Ave,22302,2,2,850,588.1176471,,463200,2320,38.82954,-77.0954,499900
VA,Dublin,Little Creek Rd,24084,3,2,1216,111.0197368,2.49,123600,1575,37.195984,-80.73335,135000
VA,Painter,Boston Rd,23420,4,3,1904,47.21638655,1.7814,79300,891,37.611805,-75.838036,89900
VA,Rockingham,Hermitage Ct,22801,3,2,1512,171.2962963,0.23,256900,1849,38.392235,-78.87937,259000
VA,South Boston,Forest Dr,24592,4,4,2666,86.27156789,0.5,222000,1975,36.707706,-78.915085,230000
VA,Hopewell,W Broadway,23860,3,3,1650,121.2115152,0.5877,191900,1674,37.302372,-77.30536,199999
VA,Forest,Woodville Dr,24551,4,3,1844,162.6355748,0.6,284100,1875,37.393944,-79.24963,299900
VA,Suffolk,Oyster Bay Ln,23436,3,2,1890,224.8677249,1.05,423100,2100,36.88755,-76.51385,425000
VA,Shenandoah,N 3rd St,22849,3,2,1540,162.2727273,0.15,,,38.492554,-78.62559,249900
